STATUS,STATUS_zh,cEXT,cNEU,cAGR,cCON,cOPN
is gonna stay awake all night. Then I should be able to just pass out at 9 PM tomorrow (today).,整晚都會留下清醒。然後我應該能夠在明天晚上9點（今天）遞出來。,0,1,0,0,1
can't sleep. Remedies?,無法入睡。補救措施？,0,1,0,0,1
Why are the people I want to talk to never online when I am?,我為什麼要和我在線談話的人？,0,1,0,0,1
"needs to stop stressing over her personal stuff. Homework beckons with a bejeweled, smirking claw, and I must answer, tethered by iron to the responsibilities of real life.",需要停止強調她的個人東西。家庭作業與貝齊梅德，傻笑的爪子招手，我必須回答，被熨斗束縛到現實生活的責任。,0,1,0,0,1
is in love with her hair today. <3,今天愛上了她的頭髮。 <3,0,1,0,0,1
"was right. :) Today was pretty much fantastic, all around.",是正確的。 :)今天是非常棒的，四處都是非常棒的。,0,1,0,0,1
feels tomorrow will be a busy and very nice day. :),明天會享受忙碌和非常美好的一天。 :),0,1,0,0,1
is in the last day of her two-day mad dash to finish. Can she get all her work done it time???,是在她兩天瘋狂的最後一天完成。她可以完成所有工作嗎???,0,1,0,0,1
Is it a problem if my main reason to come to Facebook now is to join groups and become a fan of things?,如果我現在來Facebook的主要原因是加入群組並成為事情的粉絲，這是一個問題嗎？,0,1,0,0,1
had a three hour nap this afternoon and can't sleep because of it.,今天下午有三個小時的小睡，因為它不能睡覺。,0,1,0,0,1
My dogs are so hood.,我的狗是如此的帽子。,0,1,0,0,1
"is on a roll; one short of a turkey, now.",在卷上;現在是土耳其的一個缺少。,0,1,0,0,1
can't breathe and feels like her insides are clawing their way out through her belly button. I hate pain.,不能呼吸並感覺她的內心是通過她的肚臍伸出的。我討厭痛苦。,0,1,0,0,1
is reflecting on it and is actually very happy she's not in IB right now.,正在反映它，實際上非常高興她現在不在IB。,0,1,0,0,1
has her class ring in with it's changes! Whoop whoop! <3 :D,有她的班級戒指它的變化！哎呀！ <3：D,0,1,0,0,1
KISS. KISS. LICK. <3,吻。吻。舔。 <3,0,1,0,0,1
is too lazy to put her stuff back in order. Maybe tomorrow.,懶得把她的東西放回順序。明天吧。,0,1,0,0,1
has a serious crush on *PROPNAME*. <3,對* Propname *有嚴重粉碎。 <3,0,1,0,0,1
has bed bugs..... ewwwww!,有床蟲..... ewwwww！,1,1,0,1,0
and mosquito bites,和蚊蟲叮咬,1,1,0,1,0
Mondays are the new thursdays- anthony bourdain + *PROPNAME*  = forgetting your financial troubles,星期一是新的星期四 - 安東尼bourdain + * propname * =忘記你的財務麻煩,1,1,0,1,0
is annoyed with herself,對自己感到惱火,1,1,0,1,0
"is not turning on her cell at the moment, or for the next few days- dont take it personally.",目前沒有打開她的細胞，或接下來的幾天 - 不要親自接受它。,1,1,0,1,0
Is trying to figure out everything.....,正試圖弄清楚一切.....,1,1,0,1,0
wants no more friend or exboyfriend drama drama,不再有朋友或exboyfriend戲劇戲劇,1,1,0,1,0
is out for the count,是伯爵,1,1,0,1,0
"Its the little things in life- fresh flowers, katie ion, netflix instant movies",它生活中的小事 - 鮮花，凱蒂離子，Netflix即時電影,1,1,0,1,0
is bummed the instant movie didnt pull through,被擊倒即時電影沒有拉過來,1,1,0,1,0
wants to go to paris. anyone care to accompany me?,想去巴黎。有人在乎陪伴我嗎？,1,1,0,1,0
one minute at a time,一分鐘一次,1,1,0,1,0
Loves avoiding burning a whole in her pocket. Lesportsac purses and DVD overload.,喜歡避免在口袋裡燃燒整體。 Lesportsac文件和DVD過載。,1,1,0,1,0
really hates California's economy right now,現在真的討厭加利福尼亞的經濟,1,1,0,1,0
I lost.....my ex is in a relationship before me,我迷路了.....我的前任在我面前的關係,1,1,0,1,0
"Is having a great day so far, thanks to santa paula noon meetings. and my mom.",迄今為止，由於聖加拉中午的會議，到目前為止有一個美好的一天。和我的媽媽。,1,1,0,1,0
is *PROPNAME*'s bestbian,是* propname *的bestbian,1,1,0,1,0
misses the ability to drive,錯過了開車的能力,1,1,0,1,0
Mi familia de la cuidad de mexico esta aqui! Necesito que practicar mi espanol.,我的墨西哥城的家人在這裡！我需要練習我的西班牙語。,1,1,0,1,0
"Is wearing red lipstick, watching movies, hot boys, and her mother screech at the family dog..... ""random"" doesnt even begin to describe this scene",穿著紅色的唇膏，看電影，辣妹，和她的母親在家庭狗叫醒.....“隨機”甚至沒有開始描述這個場景,1,1,0,1,0
anthony bourdain bliss,安東尼Bourdain幸福,1,1,0,1,0
Turbo tax tried charging me $140 dollars to process my taxes. my mom did it for free. fuck you turbo tax and thanks mom for saving the day.,渦輪增稅稅驗收了140美元的收費來處理稅款。我媽媽免費做到了。他媽的你渦輪稅，謝謝媽媽拯救當天。,1,1,0,1,0
is on her way up north to face her judgement,朝北是朝北面對她的判斷,1,1,0,1,0
"Target is my savior- sandals, dresses and shirts, oh my!",目標是我的救主 - 涼鞋，連衣裙和襯衫，哦，我！,1,1,0,1,0
"is slightly smitten with the phoenix family. its weird, i know.",用鳳凰家族略微迷住。我知道它的奇怪。,1,1,0,1,0
is hoping to finally get a break tomorrow!,希望明天終於休息一下！,1,1,0,1,0
rhinanna is just getting crazier and crazier. or more stupid.,萊茵娜只是瘋狂和瘋狂。或者更加愚蠢。,1,1,0,1,0
feels like a bum without legs,感覺就像沒有腿的屁股,1,1,0,1,0
"Having a job again is weird, but welcome.",再次有工作很奇怪，但歡迎。,1,1,0,1,0
is 3 years to go,是3年的時間,1,1,0,1,0
s electronics are giving out.,S電子產品正在發出。,1,1,0,1,0
is celebrating her 90th day with dieting and work whahooo! not.,正在慶祝她的第90天與節食和工作Whahooo！不是。,1,1,0,1,0
is in love with her new black peacoat. Who else is pumped it's fall?,愛上了她的新黑色塗層。還有誰抽了秋天？,1,1,0,1,0
is sick in an way she's never been physically sick before. feels like a hangover mixed with the flu mixed with weakness and nausea,以一種她以前從未在身體生病的方式生病過。感覺像宿醉混合的流感與弱點和噁心混合,1,1,0,1,0
hates the business that is the United States' healthcare system,討厭美國醫療保健系統的業務,1,1,0,1,0
thinks Rhianna's Italian Vogue photoshoot is in bad taste and inappropriate. yuck.,認為Rhianna的意大利Vogue Photoshoot味道不好，不恰當。哎呀。,1,1,0,1,0
is excited for NBC thursdays- especially excited for community,為NBC興奮到週四 - 特別為社區興奮,1,1,0,1,0
is in love with *PROPNAME*.,愛上了* probname *。,1,1,0,1,0
"""La Vie En Rose""- there are no words. Absolutely brilliant, honest, and beautiful movie.",“La Vie en Rose” - 沒有言語。絕對輝煌，誠實，美麗的電影。,1,1,0,1,0
is flashing lights kanye style,是閃光的燈光kanye風格,1,1,0,1,0
i got a break! a $3000 healthcare break! whoooooo,我休息了！ 3000美元的醫療保健休息！ whoooooo,1,1,0,1,0
is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you.,實際上是為了看到除了我的母親之外的人。沒有冒犯的媽媽。我很棒，但我在和你共度的時間裡進入了一個13歲的Not-Out-of-over-of-over-over-yey。,1,1,0,1,0
ARGGGGGGGGGGGGG!!!!!!!,argggggggggggggg !!!!!!!,1,1,0,1,0
"true blood is getting me in the halloween spirit. damn, bill is hot.",真正的血讓我處於萬聖節精神。該死的，比爾很熱。,1,1,0,1,0
michael scott dancing in the booze cruise episode is really entertaining to me right now.,邁克爾斯科特在酒泉巡航集中跳舞現在真的娛樂。,1,1,0,1,0
"the office, cleaning, and hanging con mi madre are my drugs of choice this evening",辦公室，清潔和懸掛騙子Mia Madre是我今晚的選擇藥物,1,1,0,1,0
RIP Prague nights Fall semester 2007,RIP Prague Nights 2007年秋季學期,1,1,0,1,0
needs a hot hair cut. anyone know where i can get a fierce one for under 50 in vc?,需要一個熱毛剪裁。有人知道我在哪裡可以在VC中獲得50歲以下的兇猛？,1,1,0,1,0
"wants to know when she became a single 35-year-old lady. Tonight I visited a dating site and watched ""accidentally on purpose"" and felt for the characters. seriously?!",想知道她是一位35歲的女士。今晚我訪問了一個約會網站，並意外地觀看了“故意”，並感受到人物。嚴重地？！,1,1,0,1,0
is ready for her day off,準備好了她的一天,1,1,0,1,0
life is looking up,生活正在抬頭,1,1,0,1,0
is excited to kick it old school with an old friend in a new place,在一個新的地方，很高興用一位老朋友踢它舊學校,1,1,0,1,0
"why does netflix need me to have at least 6 dvds in my queue? i think 5 is quite enough, thank you gluttonous 'merica.",為什麼netflix需要我在我的隊列中至少有6個DVD？我認為5是足夠的，謝謝貪吃的梅里卡。,1,1,0,1,0
is rediscovering her love for bjork,正在重新發現她對Bjork的熱愛,1,1,0,1,0
"money, teeth cleaning, g-ma's, bus, top secret errand, target, rodarte dress for $40(!!!), some warm and comfy- themed xmas shopping, spending time with mom, coffee, sephora.com, the office, stepping outside and forgetting how cold it gets without proper coverage- productive and selfindulgent bliss. not a bad day off.",金錢，牙齒清潔，G-MA，公共汽車，頂級秘密差事，目標，羅德特連衣裙40美元（!!!），一些溫暖和舒適的Xmas購物，花時間與媽媽，咖啡，Sephora.com，辦公室，辦公室，踩到外面，忘記了它有多冷，而沒有適當的覆蓋 - 富有成效和自我幸福的幸福。不是糟糕的一天。,1,1,0,1,0
wants to find a way to san fran after the new year,想在新的一年後找到去聖潔的方式,1,1,0,1,0
is in love. With *PROPNAME*.,在戀愛。與* propname *。,1,1,0,1,0
is going to start using disposable cameras again- she agrees with stephanie that the anticipation of not knowing what will show up is very missed,再次開始使用一次性相機 - 她同意Stephanie，即不知道將出現的東西的預期是非常錯過的,1,1,0,1,0
thank you to everyone who sent me fb love and made my birthday more special than i could ever have imagined. im sooooooo lucky to have so many great souls in my life.,謝謝給我發給我FB愛的人，讓我的生日比我想像的更特別。我幸運的是我生命中有這麼多偉大的靈魂。,1,1,0,1,0
is very excite for today and this weekend.,今天和本週末非常興奮。,1,1,0,1,0
its a beautiful fall day in southern california.,它是南加州州美麗的秋日。,1,1,0,1,0
s g-ma is the coolest,S g-ma是最酷的,1,1,0,1,0
wishes she was moving on up in the world. but at least she has ja'mie to get her through it.,希望她在世界上搬進來。但至少她有Ja'mie讓她通過它。,1,1,0,1,0
Today is my 2 month birthday!,今天是我2個月的生日！,1,1,0,1,0
intervention- heroine and xanax and crack- oh my.,干預 - 女主角和Xanax和裂縫 - 哦，我。,1,1,0,1,0
"is having a bad day. not even target, shoes, nor a good guacamole carls jr. burger could bring me up.",祝你有糟糕的一天。甚至沒有目標，鞋子，也不是一個好的鱷梨醬葡萄酒嘉爾斯JR。漢堡可以讓我起來。,1,1,0,1,0
"summer heights high. ja'mie, jonah, and mr. g. im hooked on chris lilley.",夏季高度高。 Ja'mie，Jonah和Mr。 G。我迷上了Chris Lilley。,1,1,0,1,0
"Um, amy poehler is rocking my world right now. seriously, the bad date rant was HYSTERICAL. tivo that shit. and by that shit, i mean parks and recreation.",嗯，艾米Poehler現在正在搖擺我的世界。說真的，咆哮的壞日期是歇斯底里的。狗屎的tivo。而且，狗屎，我的意思是公園和娛樂。,1,1,0,1,0
Ten Movies to Watch Right Now (and some you can Instant Netflix) 1. La Vie En Rose 2. Shrink (if you love LA) 3. Paris Je'taime (if you love Paris) 3. Clay Pidgeons (*PROPNAME* is priceless) 4. Quills 5. Away We Go 6. Sunshine Cleaning 7. A League of Their Own 8. Smart People (I Heart *PROPNAME*'s Page and SJP) 9. Frost//Nixon 10. Doubt,現在要觀看的十部電影（以及一些您可以即時Netflix）1. La Vie en Rose 2.縮小（如果你喜歡洛杉磯）3。巴黎JE'Taime（如果你喜歡巴黎）3。粘土帕克斯（*普通*是無價之寶）4. Quills 5.遠離我們去6.陽光清潔7.他們自己的聯盟8.聰明的人（我心* Propname *的頁面和SJP）9。Frost // Nixon 10.懷疑,1,1,0,1,0
"is stuck on Band-Aid brand, cuz Band-Aid's stuck on me!",被困在帶援助品牌上，Cuz Band-Aid陷入了困境！,1,0,1,0,1
Just going to grab some raw fish................,只是抓住一些生魚................,1,0,1,0,1
"saw HP6... funny, lots of awesome awkward silences, but the scriptwriter needs to have his fingers broken. Not only did they achieve new and improved levels of editing important plot elements out, but they are getting increasingly more creative with the n",看到了HP6 ...有趣，很多很棒的尷尬沉默，但他們的手指被打破了。它們不僅實現了新的和改進的編輯重要情節元素的水平，而且越來越越來越多地創造力,1,0,1,0,1
Need to re-learn my patterns again... awesome...,需要再次學習我的模式......很棒......,1,0,1,0,1
FREE SLURPEE DAY!!!,免費啜飲日！,1,0,1,0,1
has GOT to stop waking up at 1pm...,必須停止在下午1點醒來......,1,0,1,0,1
is not feeling exactly top-notch...,沒有究竟究竟是頂部缺口......,1,0,1,0,1
will have too many notifications at the next log in...,下次登錄時會有太多通知...,1,0,1,0,1
First day of school done! finances are going to be the end of me...,學校的第一天完成了！財務將成為我的結束......,1,0,1,0,1
is tired and for some reason is looking forward to classes starting...,累了，有原因期待著課程開始......,1,0,1,0,1
2 months of hell yet again... FML,再次2個月的地獄...... FML,1,0,1,0,1
got to play with fire in front of a crowd... YAY!!!,在一群人面前玩火...耶！,1,0,1,0,1
is in love with Ren Fest...,愛上了ren fest ...,1,0,1,0,1
3 DAYS!!!!!!!!!!!!!,3天！！！！！！！！！！！！！,1,0,1,0,1
What a great day!!!,美好的一天！！！,1,0,1,0,1
loves the Pirate English version of Facebook!!!,喜歡海盜英語版本的Facebook !!!,1,0,1,0,1
has a choice...,有一個選擇......,1,0,1,0,1
2 DAYS!!!!!!!!!!!!!!!,2天！！！！！！！！！！！！！！！,1,0,1,0,1
Ren Fest with rain - Still good!!!,雨與雨 - 仍然好！,1,0,1,0,1
kindly thanks everyone who wished him a happy birthday!,請謝謝每個祝他生日快樂的人！,1,0,1,0,1
finance class :(,財經類:(,1,0,1,0,1
GETS TO SLEEP TONIGHT!!!!!!!!!,今晚睡覺!!!!!!!!!,1,0,1,0,1
3 HOURS LEFT!!!!!!!!!!,剩下3個小時!!!!!!!!!!,1,0,1,0,1
"As much as I like our family's mechanic, I really wish we'd stop giving him so much business... :(",儘管我喜歡我們的家人的機械師，我真的希望我們能夠停止給他這麼多的商業...... :(,1,0,1,0,1
is dying!!! HEEEEELPPPPP!!!!!,快死了 ！！！ heeeelepppppp !!!!!,1,0,1,0,1
Saturday was easily one of the best days of my entire LIFE!!!,星期六很容易成為我一生中最好的日子之一！,1,0,1,0,1
feeling slightly better...,感覺稍微變得更好......,1,0,1,0,1
I've done it - i procrastinated enough by playing Bejeweled Blitz to cause it to go offline. MLIA,我已經完成了 - 我通過演奏BeJeweled Blitz來促使它脫機。梅里亞,1,0,1,0,1
is potentially going to be pulling an all-nighter. feel free to txt to keep me entertained//awake...,可能會拉動一件全部。感覺txt讓我娛樂//醒著......,1,0,1,0,1
:)))))))),:)））））））））））,1,0,1,0,1
